ID,ADDRESS,CITY,ZIP,Longitude,Latitude,Match Score,Provider Number,Location Number,geometry,ASM2021,SEN2021,NAMELSAD,SENATE_DISTRICT2021,SENATE_DISTRICT,CONGRESSIONAL_DISTRICT,GEOID
2167,7970 N 47th St                               ,Brown Deer     ,53223-4417,-87.969863949329,43.162331116927,100.0,6000566486,002,POINT (-87.969863949329 43.162331116927),23,8,Milwaukee County,08,8.0,5,55079050104
2168,4925 S Packard Ave                               ,Cudahy         ,53110-1620,-87.860081721032,42.9549391954,100.0,6000566586,001,POINT (-87.860081721032 42.9549391954),20,7,Milwaukee County,07,7.0,4,55079180300
2169,350 Elm St                               ,Menasha        ,54952-3406,-88.443180969191,44.196074923592,100.0,6000567926,001,POINT (-88.443180969191 44.196074923592),57,19,Winnebago County,19,19.0,6,55139003000
2170,13788n County Road D                               ,Hurley         ,54534-9106,-90.214944477293,46.475507298706,100.0,6000568286,002,POINT (-90.214944477293 46.475507298706),74,25,Iron County,25,25.0,7,55051180200
2171,1001 E Geneva St                               ,Delavan        ,53115-1955,-88.631153948899,42.627585685173,100.0,6000568326,001,POINT (-88.631153948899 42.627585685173),32,11,Walworth County,11,11.0,1,55127000702
2172,301 W Saint Marie St                               ,Duluth         ,55803-2616,-92.079824978523,46.82209815682,100.0,6000568396,002,POINT (-92.079824978523 46.82209815682),,,,,,,
2173,312 N 36th St                               ,Milwaukee      ,53208-4111,-87.958929169904,43.034088836533,100.0,6000568896,001,POINT (-87.958929169904 43.034088836533),18,6,Milwaukee County,06,6.0,4,55079013300
2174,4267a N 51st Blvd                               ,Milwaukee      ,53216-1320,-87.976997934777,43.094798594835,100.0,6000569126,001,POINT (-87.976997934777 43.094798594835),17,6,Milwaukee County,06,6.0,4,55079003600
2175,5162 N 56th St                               ,Milwaukee      ,53218-4214,-87.982441497958,43.111580327671,100.0,6000569236,001,POINT (-87.982441497958 43.111580327671),11,4,Milwaukee County,04,4.0,4,55079002900
2176,5256 N 38th St                               ,Milwaukee      ,53209-4767,-87.959994928893,43.113190449361,100.0,6000569376,001,POINT (-87.959994928893 43.113190449361),11,4,Milwaukee County,04,4.0,4,55079002100
2177,1105 Bellevue St                               ,Green Bay      ,54302-2209,-87.993489433077,44.489801914659,100.0,6000569466,001,POINT (-87.993489433077 44.489801914659),88,30,Brown County,30,30.0,8,55009001600
2178,3401 N 76th St                               ,Milwaukee      ,53222-3906,-88.007447481159,43.080700013358,100.0,6000569646,001,POINT (-88.007447481159 43.080700013358),17,6,Milwaukee County,06,6.0,4,55079005300
2179,1287 Graceland Ter                               ,Green Bay      ,54313-7597,-88.124448707385,44.575489314541,100.0,6000569846,001,POINT (-88.124448707385 44.575489314541),4,2,Brown County,02,2.0,8,55009020504
2180,3858 N 61st St                               ,Milwaukee      ,53216-2103,-87.988230040291,43.087645845063,100.0,6000570736,001,POINT (-87.988230040291 43.087645845063),17,6,Milwaukee County,06,6.0,4,55079003700
2181,1944 N 38th St                               ,Milwaukee      ,53208-1805,-87.961127826926,43.05608169318,100.0,6000571066,001,POINT (-87.961127826926 43.05608169318),18,6,Milwaukee County,06,6.0,4,55079009600
2182,1503 S 33rd St                               ,Milwaukee      ,53215-1802,-87.95519494822,43.015843905982,100.0,6000571226,002,POINT (-87.95519494822 43.015843905982),9,3,Milwaukee County,03,3.0,4,55079016100
2183,25500 Rockbridge School St                               ,Richland Ctr   ,53581-8425,-90.360111496579,43.449480367568,100.0,6000572416,001,POINT (-90.360111496579 43.449480367568),50,17,Richland County,17,17.0,3,55103970200
2184,4865 N 25th St                               ,Milwaukee      ,53209-5632,-87.944124465782,43.105885872201,100.0,6000572436,002,POINT (-87.944124465782 43.105885872201),11,4,Milwaukee County,04,4.0,4,55079002300
2185,N5567 Pelsdorf Ave                               ,Granton        ,54436-9133,-90.476797311789,44.620888468167,100.0,6000572656,001,POINT (-90.476797311789 44.620888468167),69,23,Clark County,23,23.0,3,55019950600
2186,4657 N 30th St                               ,Milwaukee      ,53209-6015,-87.950426064409,43.102136311634,100.0,6000572806,001,POINT (-87.950426064409 43.102136311634),10,4,Milwaukee County,04,4.0,4,55079002400
2187,8925 W Brown Deer Rd                               ,Milwaukee      ,53224-2120,-88.022404987375,43.1775927132,100.0,6000573116,002,POINT (-88.022404987375 43.1775927132),12,4,Milwaukee County,04,4.0,4,55079000102
2188,5806 W National Ave                               ,West Allis     ,53214-3446,-87.985684037202,43.017839301852,100.0,6000573516,001,POINT (-87.985684037202 43.017839301852),7,3,Milwaukee County,03,3.0,4,55079100100
2189,2434 W Hadley St                               ,Milwaukee      ,53206-1157,-87.9434771314,43.069706351063,100.0,6000573516,002,POINT (-87.9434771314 43.069706351063),16,6,Milwaukee County,06,6.0,4,55079008800
2190,427 Gillette St                               ,La Crosse      ,54603-2232,-91.249653627747,43.846712086278,100.0,6000573546,001,POINT (-91.249653627747 43.846712086278),95,32,La Crosse County,32,32.0,3,55063000100
2191,3961 N 30th St                               ,Milwaukee      ,53216-2615,-87.950677605323,43.088898394764,100.0,6000573996,001,POINT (-87.950677605323 43.088898394764),16,6,Milwaukee County,06,6.0,4,55079004700
2192,510 W Meinecke Ave                               ,Milwaukee      ,53212-3141,-87.917368676475,43.062143066461,100.0,6000574876,003,POINT (-87.917368676475 43.062143066461),16,6,Milwaukee County,06,6.0,4,55079185600
2193,309 Granada Blvd                               ,Lindenhurst    ,60046-7738,-88.035015057789,42.409621250075,100.0,6000575136,002,POINT (-88.035015057789 42.409621250075),,,,,,,
2194,504 S Main St                               ,Viroqua        ,54665-2003,-90.889036995773,43.551745160274,100.0,6000575536,001,POINT (-90.889036995773 43.551745160274),96,32,Vernon County,32,32.0,3,55123960400
2195,149 Highwood Dr                               ,Edgerton       ,53534,-89.024604171992,42.861877606652,100.0,6000575646,001,POINT (-89.024604171992 42.861877606652),43,15,Dane County,15,15.0,2,55025012100
2196,700 Graham Ave                               ,Eau Claire     ,54701,-91.496927231316,44.807012902949,100.0,6000576686,001,POINT (-91.496927231316 44.807012902949),91,31,Eau Claire County,31,31.0,3,55035001101
2197,1000 E Fillmore St                               ,Eau Claire     ,54701,-91.485846942051,44.789902379173,97.55,6000576796,001,POINT (-91.485846942051 44.789902379173),91,31,Eau Claire County,31,31.0,3,55035000801
2198,1430 Lee St                               ,Eau Claire     ,54701,-91.479965192955,44.803414216639,100.0,6000576986,003,POINT (-91.479965192955 44.803414216639),91,31,Eau Claire County,31,31.0,3,55035000700
2199,3832 E Hamilton Ave                               ,Eau Claire     ,54701,-91.449961248529,44.785766119503,100.0,6000577666,001,POINT (-91.449961248529 44.785766119503),91,31,Eau Claire County,31,31.0,3,55035000302
2200,3600 Northwoods Ln                               ,Eau Claire     ,54703,-91.459743180992,44.834496031904,100.0,6000577696,002,POINT (-91.459743180992 44.834496031904),91,31,Eau Claire County,31,31.0,3,55035000502
2201,4714 Fairfax St                               ,Eau Claire     ,54701,-91.46837679272,44.768667456121,100.0,6000577696,007,POINT (-91.46837679272 44.768667456121),91,31,Eau Claire County,31,31.0,3,55035000802
2202,633 W Macarthur Ave                               ,Eau Claire     ,54701,-91.505535026782,44.789262504684,100.0,6000577746,001,POINT (-91.505535026782 44.789262504684),91,31,Eau Claire County,31,31.0,3,55035000900
2203,3000 Starr Ave                               ,Eau Claire     ,54703,-91.478219158705,44.851389799664,100.0,6000577816,001,POINT (-91.478219158705 44.851389799664),91,31,Eau Claire County,31,31.0,3,55035000501
2204,3245 Locust Ln                               ,Eau Claire     ,54703,-91.460440974431,44.852327986086,100.0,6000577816,005,POINT (-91.460440974431 44.852327986086),67,23,Eau Claire County,23,23.0,3,55035000502
2205,3456 Craig Rd                               ,Eau Claire     ,54701-6977,-91.518990160673,44.783464365072,100.0,6000577816,012,POINT (-91.518990160673 44.783464365072),91,31,Eau Claire County,31,31.0,3,55035000900
2206,565 E South Ave                               ,Chippewa Fls   ,54729-3080,-91.379595003733,44.913580000826,100.0,6000577816,013,POINT (-91.379595003733 44.913580000826),67,23,Chippewa County,23,23.0,7,55017010700
2208,1200 Miles St                               ,Chippewa Fls   ,54729-1924,-91.410289114067,44.932444186384,100.0,6000577816,014,POINT (-91.410289114067 44.932444186384),67,23,Chippewa County,23,23.0,7,55017010300
2210,615 A St                               ,Chippewa Fls   ,54729-3202,-91.384082004141,44.920136451218,100.0,6000577816,018,POINT (-91.384082004141 44.920136451218),67,23,Chippewa County,23,23.0,7,55017010200
2212,630 Miller St                               ,Chippewa Fls   ,54729-1342,-91.393890144495,44.950208058674,100.0,6000577816,019,POINT (-91.393890144495 44.950208058674),67,23,Chippewa County,23,23.0,7,55017010500
2213,501 Jefferson Ave                               ,Chippewa Fls   ,54729-1332,-91.3978342765,44.948837722162,100.0,6000577816,020,POINT (-91.3978342765 44.948837722162),67,23,Chippewa County,23,23.0,7,55017010500
2215,611 Jefferson Ave                               ,Chippewa Fls   ,54729-1353,-91.396985524984,44.950515192445,100.0,6000577816,021,POINT (-91.396985524984 44.950515192445),67,23,Chippewa County,23,23.0,7,55017010500
2217,206 Emery St                               ,Eau Claire     ,54701,-91.496348963816,44.806934071149,100.0,6000577816,022,POINT (-91.496348963816 44.806934071149),91,31,Eau Claire County,31,31.0,3,55035001101
2218,207 E 1st St                               ,Merrill        ,54452-2305,-89.697609976725,45.179622487714,100.0,6000577846,001,POINT (-89.697609976725 45.179622487714),35,12,Lincoln County,12,12.0,7,55069960800
2219,105 E 1st St                               ,Merrill        ,54452-2303,-89.699176219152,45.179620517967,100.0,6000577866,002,POINT (-89.699176219152 45.179620517967),35,12,Lincoln County,12,12.0,7,55069960800
2220,231 4th St                               ,Baraboo        ,53913,-89.73923224478,43.470911762431,100.0,6000577926,001,POINT (-89.73923224478 43.470911762431),81,27,Sauk County,27,27.0,2,55111000402
2221,660 Mcmillen St                               ,Fort Atkinson  ,53538-1275,-88.827572450427,42.936206982907,100.0,6000577936,001,POINT (-88.827572450427 42.936206982907),33,11,Jefferson County,11,11.0,2,55055101500
2222,1300 Townline Rd                               ,Wausau         ,54403-6584,-89.609125326206,44.945560104654,100.0,6000577946,001,POINT (-89.609125326206 44.945560104654),85,29,Marathon County,29,29.0,7,55073000700
2223,416 W Geneva St                               ,Delavan        ,53115,-88.658161111483,42.627780522512,100.0,6000577986,001,POINT (-88.658161111483 42.627780522512),32,11,Walworth County,11,11.0,1,55127000701
2224,2211 Vine St                               ,Hudson         ,54016,-92.727966035124,44.977847530962,100.0,6000578006,001,POINT (-92.727966035124 44.977847530962),30,10,St. Croix County,10,10.0,3,55109120201
2225,532 County Road F                               ,Hudson         ,54016,-92.73444600065,44.937231007469,100.0,6000578306,001,POINT (-92.73444600065 44.937231007469),30,10,St. Croix County,10,10.0,3,55109120906
2227,505 Campbell St                               ,Prescott       ,54021-1073,-92.79199204072,44.754920380542,99.43,6000578346,001,POINT (-92.79199204072 44.754920380542),93,31,Pierce County,31,31.0,3,55093960500
2228,302 Bering St                               ,Milltown       ,54858,-92.511179676517,45.527590827796,99.43,6000578736,001,POINT (-92.511179676517 45.527590827796),28,10,Polk County,10,10.0,7,55095960302
2229,1103 Millersville Ave                               ,Howards Grove  ,53083-1441,-87.827481733555,43.819205697542,100.0,6000578976,001,POINT (-87.827481733555 43.819205697542),27,9,Sheboygan County,09,9.0,6,55117010200
2230,11055 County Road M                               ,Auburndale     ,54412-9741,-90.03446097953,44.646369998644,100.0,6000579146,002,POINT (-90.03446097953 44.646369998644),86,29,Wood County,29,29.0,7,55141010100
2231,305 S 5th St                               ,Watertown      ,53094-4605,-88.720622383394,43.192042155746,100.0,6000579396,001,POINT (-88.720622383394 43.192042155746),37,13,Jefferson County,13,13.0,6,55055100200
2232,N9606 West View Rd                               ,Phillips       ,54555-7875,-90.382764931015,45.721222975161,100.0,6000579496,001,POINT (-90.382764931015 45.721222975161),74,25,Price County,25,25.0,7,55099970500
2234,1600 W Oklahoma Ave                               ,Milwaukee      ,53215,-87.934436326816,42.988371841139,100.0,6000579516,001,POINT (-87.934436326816 42.988371841139),9,3,Milwaukee County,03,3.0,4,55079020100
2235,11881 E South Lake Blvd                               ,Lk Nebagamon   ,54849-9125,-91.682141810507,46.480850678161,100.0,6000579606,001,POINT (-91.682141810507 46.480850678161),73,25,Douglas County,25,25.0,7,55031030101
2236,9 N 21st St                               ,Superior       ,54880,-92.078887211196,46.71336102612,100.0,6000579766,001,POINT (-92.078887211196 46.71336102612),73,25,Douglas County,25,25.0,7,55031020400
2237,69 N 28th St                               ,Superior       ,54880,-92.079055265322,46.706227277537,100.0,6000579916,002,POINT (-92.079055265322 46.706227277537),73,25,Douglas County,25,25.0,7,55031020400
2238,12720 W Lisbon Rd                               ,Brookfield     ,53005,-88.070356933433,43.092245246792,100.0,6000580176,001,POINT (-88.070356933433 43.092245246792),13,5,Waukesha County,05,5.0,5,55133200700
2239,11 Science Ct                               ,Madison        ,53711,-89.46748415449,43.059719397249,100.0,6000580256,001,POINT (-89.46748415449 43.059719397249),77,26,Dane County,26,26.0,2,55025000402
2240,5530 Medical Cir                               ,Madison        ,53719,-89.475670172589,43.048359906789,100.0,6000580276,001,POINT (-89.475670172589 43.048359906789),78,26,Dane County,26,26.0,2,55025000408
2241,12335 Fortune Rd                               ,Tomah          ,54660-6551,-90.427842135741,43.99579751957,100.0,6000580336,003,POINT (-90.427842135741 43.99579751957),70,24,Monroe County,24,24.0,3,55081950700
2242,27 Pine Ridge Ln                               ,Tomahawk       ,54487-1808,-89.711747984268,45.470135144643,100.0,6000580406,001,POINT (-89.711747984268 45.470135144643),35,12,Lincoln County,12,12.0,7,55069960500
2243,S35 W28861 Wern Way                               ,Waukesha       ,53189,-88.32280921206,42.980702525461,99.99,6000580586,002,POINT (-88.32280921206 42.980702525461),97,33,Waukesha County,33,33.0,5,55133203806
